utt_id,session,speaker_id,emotion_angry,emotion_happy,emotion_neutral,emotion_sad,arousal,valence,pitch_mean,pitch_std,energy_mean,energy_std,speech_ratio,speaking_rate,pause_count,pause_ratio,duration,stress,frustration,urgency,escalation_risk
Ses01M_script01_3_F000,1,Ses01_F,0.012902938760817,0.3908142745494842,0.5816084742546082,0.0146742509678006,-0.0444639176130294,0.2674661576747894,136.26479652725928,52.73593547557616,0.0186349861323833,0.0194879677146673,0.4956521739130435,1.0952527638018963,4.0,0.5043478260869565,3.652125,0.006658358473214321,0.009202401991933585,0.10263518961146474,0.007930380232573952
Ses01M_script01_3_F001,1,Ses01_F,0.0188544802367687,0.8646004796028137,0.1129505783319473,0.0035944459959864,0.0358835123479366,0.3480125069618225,68.37252915017146,6.044730693618127,0.0088383993133902,0.0098257586359977,0.4502923976608187,1.465520202424978,6.0,0.5497076023391814,5.4588125,0.00206082226432045,0.004406901291804388,0.0990199132123962,0.0032338617780624194
Ses01M_script01_3_F002,1,Ses01_F,0.0074162753298878,0.8981332182884216,0.0887543484568595,0.005696253851056,0.0860791280865669,0.3115200400352478,143.37077402167174,77.04398094376558,0.0164034180343151,0.0250907074660062,0.3317757009345794,0.8793785724754506,6.0,0.6682242990654206,6.823,0.0023347354777797594,0.0038114488881547002,0.099333998298971,0.00307309218296723
Ses01M_script01_3_F003,1,Ses01_F,0.0020347388926893,0.040635272860527,0.120850034058094,0.8364800214767456,-0.3129673898220062,-0.183861643075943,112.26375059932836,59.178424198089886,0.0074310624040663,0.0080318534746766,0.5098814229249012,1.976650812279943,17.0,0.4901185770750987,8.0945,0.046104418142931536,0.25130974478088325,0.12082271501421929,0.1487070814619074
Ses01M_script01_3_F004,1,Ses01_F,0.0656443834304809,0.3143110573291778,0.5910707712173462,0.028973713517189,-0.0977459177374839,0.1730145066976547,153.43388561559092,35.862315725192595,0.0178806446492671,0.0161525309085845,0.4786324786324786,1.607501674480911,3.0,0.5213675213675213,3.7325,0.01039752370706992,0.014991661207750442,0.013975160382688045,0.01269459245741018
Ses01M_script01_3_F005,1,Ses01_F,0.0035345763899385,0.0811773315072059,0.3301911056041717,0.5850970149040222,-0.3257948160171509,-0.090311549603939,129.69818031134955,54.41888984097807,0.0131496023386716,0.0109934564679861,0.5174418604651163,1.0942540265128633,6.0,0.4825581395348837,5.4831875,0.004624501516809687,0.00654904775437899,0.006877809879370034,0.0055867746355943385
Ses01M_script01_3_F006,1,Ses01_F,0.0036991203669458,0.2125159949064254,0.0927755758166313,0.6910092830657959,-0.1967303603887558,-0.0204269364476203,128.9794655669767,65.18383086584566,0.0097723240032792,0.0088695371523499,0.4327485380116959,1.2844183992935698,2.0,0.5672514619883041,5.4499375,0.03586465839762241,0.04910709974355996,0.1128713171929121,0.04248587907059118
Ses01M_script01_3_F007,1,Ses01_F,0.0139383226633071,0.1509123146533966,0.7695521116256714,0.0655972585082054,-0.1657693237066269,0.056105151772499,147.80669570392868,40.90367283837452,0.0170988254249095,0.0117783220484852,0.6545454545454545,1.7142857142857142,4.0,0.3454545454545454,3.5,0.0027462400306831115,0.004184139467542991,0.009880910738138482,0.0034651897491130516
Ses01M_script01_3_F008,1,Ses01_F,0.0064148153178393,0.0102429306134581,0.9802708625793456,0.003071402432397,-0.081252135336399,0.0431476458907127,191.4966683086005,90.5968056449501,0.026474580168724,0.0264437571167945,0.4896551724137931,1.2931208663909803,4.0,0.5103448275862069,4.6399375,0.011363582464400678,0.04728397916769609,0.04956248048692942,0.029323780816048382
Ses01M_script01_3_F009,1,Ses01_F,0.0040054889395833,0.9150784015655518,0.0718033611774444,0.0091126523911952,0.0341058224439621,0.3804218173027038,134.22868238495442,44.05450383430386,0.0089685749262571,0.0072340606711804,0.5813953488372093,1.6423544976562232,7.0,0.4186046511627906,5.4799375,0.004880756937200203,0.024590505677042532,0.07631541810696944,0.014735631307121367
Ses01M_script01_3_F010,1,Ses01_F,0.0063363723456859,0.963635265827179,0.026217371225357,0.0038109277375042,0.0930042713880539,0.4536240994930267,122.26467005861711,77.59944853962759,0.0106268785893917,0.0155021604150533,0.2272727272727272,0.4761904761904761,2.0,0.7727272727272727,2.1,0.006165455251175444,0.008649346191668883,0.007873165851924569,0.007407400721422163
Ses01M_script01_3_F011,1,Ses01_F,0.0088282441720366,0.2137308567762375,0.2702673375606537,0.5071735382080078,-0.21976038813591,0.0228534769266843,142.6829655471937,54.43710684607115,0.0255262237042188,0.0229871738702058,0.5961538461538461,1.2084592145015105,3.0,0.4038461538461538,3.31,0.0019656876029330306,0.0029764092236291614,0.04226493664318696,0.002471048413281096
Ses01M_script01_3_F012,1,Ses01_F,0.0030823713168501,0.0465632192790508,0.1062479168176651,0.8441064357757568,-0.2880584001541137,-0.1572915017604828,161.1423447093571,72.42457626151332,0.0143665503710508,0.0121419131755828,0.5094339622641509,1.1869436201780414,4.0,0.490566037735849,3.37,0.014689120824914425,0.008726915012812243,0.09195823838235812,0.011708017918863334
Ses01M_script01_3_F013,1,Ses01_F,0.0066881072707474,0.4354006648063659,0.2883230149745941,0.2695882022380829,-0.1727553904056549,0.1741150915622711,128.46281911425552,60.35992689883394,0.0076517411507666,0.0057638366706669,0.4939759036144578,1.895734597156398,4.0,0.5060240963855422,2.6375,0.00678710298234364,0.009873798215994612,0.009349309362005443,0.008330450599169127
Ses01M_script01_3_F014,1,Ses01_F,0.0081725716590881,0.9725112915039062,0.0186223145574331,0.0006938604055903,0.1095484867691993,0.4522148966789245,251.5686869828604,79.21337368413847,0.0329517349600791,0.0269790962338447,0.6349206349206349,2.0,2.0,0.3650793650793651,2.0,0.0039311798595008446,0.005636450462043286,0.008025309664662927,0.004783815160772065
Ses01M_script01_3_F015,1,Ses01_F,0.0111147286370396,0.9863693714141846,0.0021421045530587,0.0003738089872058,0.3439415097236633,0.5489804744720459,391.3556232861119,147.88267941111332,0.1470180302858352,0.1139133498072624,0.6992481203007519,2.235294117647059,8.0,0.3007518796992481,8.5,0.006110656086821109,0.009237613403820432,0.014263798145111651,0.007674134745320771
Ses01M_script01_3_F016,1,Ses01_F,0.0090672997757792,0.9854153990745544,0.0051631038077175,0.0003542116901371,0.2308986485004425,0.4584273993968963,215.88262487176243,68.13949035633281,0.066758394241333,0.0708920955657959,0.5571428571428572,1.6405820337624326,5.0,0.4428571428571428,6.7049375,0.1936661615327466,0.25783311622217303,0.2838653197046369,0.2257496388774598
Ses01M_script01_3_F017,1,Ses01_F,0.0044964109547436,0.2844171226024627,0.569694459438324,0.1413919776678085,-0.1903494149446487,0.1248876601457595,117.32870084808924,50.83435121216477,0.0103214047849178,0.0115233343094587,0.367816091954023,1.0810810810810811,4.0,0.632183908045977,5.55,0.002458073887100909,0.004169281755457633,0.016174491541460157,0.003313677821279271
Ses01M_script01_3_F018,1,Ses01_F,0.0149574950337409,0.1228113621473312,0.3169155120849609,0.5453156232833862,-0.2464436888694763,-0.0087604625150561,163.6831076484369,68.38851013162873,0.007986226119101,0.0067137810401618,0.6111111111111112,1.7526563698104942,4.0,0.3888888888888888,2.28225,0.006446611601859331,0.027261273527983576,0.06662650401704014,0.016853942564921454
Ses01M_script01_3_F019,1,Ses01_F,0.0067188539542257,0.2774117887020111,0.6721808910369873,0.0436885021626949,-0.1012046188116073,0.1478902250528335,179.3706496437915,77.51263334477439,0.0164134223014116,0.0176858324557542,0.371900826446281,0.7802340702210663,3.0,0.628099173553719,3.845,0.009355476405471564,0.05206032993737608,0.07461306960321963,0.03070790317142382
Ses01M_script01_3_F020,1,Ses01_F,0.0010765844490379,0.0096839861944317,0.0327635630965232,0.9564758539199828,-0.2054466605186462,-0.3781057298183441,157.29571358821738,76.43472343421342,0.0162556171417236,0.0169809311628341,0.4752475247524752,1.0852818341262995,5.0,0.5247524752475248,6.4499375,0.0508473340421915,0.08036232730373741,0.12341787051409484,0.06560483067296445
Ses01M_script01_3_F021,1,Ses01_F,0.002737475791946,0.0196458045393228,0.0631384253501892,0.9144783020019532,-0.2901801168918609,-0.3113011419773102,112.84921726085042,53.97200641776018,0.007370036561042,0.0069544296711683,0.4210526315789473,1.3202409439722749,7.0,0.5789473684210527,3.02975,0.013459736274671738,0.020654910581652072,0.020446996251121164,0.017057323428161904
Ses01M_script01_3_F022,1,Ses01_F,0.0028849046211689,0.0284969620406627,0.057671520859003,0.9109466671943665,-0.2912358343601227,-0.3093844652175903,104.46843698047589,51.913975735308405,0.0062493286095559,0.0053325514309108,0.8909090909090909,2.850373220743591,5.0,0.1090909090909091,3.5083125,0.016713238639931658,0.19855799432843924,0.06603103136876598,0.10763561648418545
